"Id","split"
184,"train"
185,"train"
186,"train"
187,"train"
188,"train"
189,"train"
190,"train"
191,"train"
192,"test"
193,"train"
194,"train"
195,"train"
196,"train"
197,"test"
198,"test"
199,"train"
200,"train"
201,"train"
202,"test"
203,"train"
204,"train"
205,"train"
206,"train"
207,"test"
208,"test"
209,"test"
210,"train"
211,"train"
212,"train"
213,"train"
214,"train"
215,"train"
216,"train"
217,"test"
218,"train"
219,"train"
220,"train"
221,"train"
222,"train"
223,"test"
224,"test"
225,"train"
226,"train"
227,"test"
228,"train"
229,"train"
230,"train"
231,"train"
232,"test"
233,"train"
234,"train"
235,"train"
236,"train"
237,"test"
238,"train"
239,"train"
240,"train"
241,"test"
242,"train"
243,"train"
244,"train"
245,"train"
246,"train"
247,"train"
248,"train"
249,"train"
250,"train"
251,"train"
252,"train"
253,"train"
254,"train"
255,"test"
256,"train"
257,"test"
258,"train"
259,"train"
260,"train"
261,"train"
262,"test"
263,"train"
264,"train"
265,"test"
266,"train"
267,"train"
268,"train"
269,"train"
270,"train"
271,"train"
272,"train"
273,"train"
274,"train"
275,"train"
276,"test"
277,"train"
278,"train"
279,"train"
280,"train"
281,"train"
282,"test"
283,"train"
284,"train"
285,"train"
286,"train"
287,"train"
288,"train"
289,"train"
290,"train"
291,"train"
292,"train"
293,"train"
294,"train"
295,"test"
296,"train"
297,"train"
298,"test"
299,"train"
300,"train"
301,"train"
302,"train"
303,"train"
304,"train"
305,"train"
306,"train"
307,"test"
308,"train"
309,"train"
310,"test"
311,"train"
312,"train"
313,"train"
314,"train"
315,"test"
316,"train"
317,"train"
318,"train"
319,"train"
320,"test"
321,"train"
322,"train"
323,"train"
324,"train"
325,"test"
326,"test"
327,"train"
328,"test"
329,"test"
330,"train"
331,"train"
332,"train"
333,"train"
334,"train"
335,"test"
336,"test"
337,"train"
338,"test"
339,"train"
340,"test"
341,"train"
342,"train"
343,"train"
344,"train"
345,"train"
346,"train"
347,"train"
348,"test"
349,"test"
350,"train"
351,"train"
352,"train"
353,"train"
354,"train"
355,"train"
356,"train"
357,"train"
358,"train"
359,"test"
360,"train"
361,"train"
362,"train"
363,"train"
364,"train"
365,"train"
366,"train"
367,"train"
368,"train"
369,"train"
370,"train"
371,"train"
372,"train"
373,"test"
374,"train"
375,"train"
376,"train"
377,"train"
378,"train"
379,"test"
380,"test"
381,"test"
382,"test"
383,"train"
384,"train"
385,"train"
386,"train"
387,"test"
388,"train"
389,"train"
390,"train"
391,"train"
392,"train"
393,"train"
394,"train"
395,"train"
396,"train"
397,"train"
398,"train"
399,"train"
400,"train"
401,"test"
402,"train"
403,"train"
404,"test"
405,"train"
406,"train"
407,"train"
408,"train"
409,"test"
410,"test"
411,"train"
412,"train"
413,"train"
414,"train"
415,"train"
416,"train"
417,"train"
418,"train"
419,"train"
420,"test"
421,"train"
422,"train"
423,"train"
424,"test"
425,"test"
426,"train"
427,"train"
428,"train"
429,"train"
430,"train"
431,"train"
432,"train"
433,"train"
434,"train"
435,"train"
436,"test"
437,"train"
438,"train"
439,"test"
440,"test"
441,"train"
442,"train"
443,"train"
444,"train"
445,"test"
446,"train"
447,"train"
448,"train"
449,"train"
450,"train"
451,"train"
452,"train"
453,"train"
454,"train"
455,"train"
456,"test"
457,"train"
458,"train"
459,"train"
460,"train"
461,"train"
462,"train"
463,"train"
464,"train"
465,"train"
466,"test"
467,"test"
468,"train"
469,"train"
470,"train"
471,"train"
472,"train"
473,"train"
474,"train"
475,"train"
476,"test"
477,"test"
478,"train"
479,"train"
480,"train"
481,"train"
482,"train"
483,"train"
484,"train"
485,"train"
486,"train"
487,"train"
488,"test"
489,"train"
490,"test"
491,"train"
492,"train"
493,"train"
494,"train"
495,"train"
496,"train"
497,"test"
498,"test"
499,"test"
500,"test"
501,"train"
502,"train"
503,"train"
504,"train"
505,"train"
506,"train"
507,"test"
508,"train"
509,"train"
510,"test"
511,"train"
512,"train"
513,"train"
514,"train"
515,"test"
516,"train"
517,"train"
518,"train"
519,"test"
520,"train"
521,"train"
522,"train"
523,"train"
524,"train"
525,"train"
526,"train"
527,"train"
528,"train"
529,"train"
530,"train"
531,"train"
532,"test"
533,"train"
534,"train"
535,"train"
536,"train"
537,"train"
538,"train"
539,"train"
540,"train"
541,"train"
542,"train"
543,"train"
544,"train"
545,"train"
546,"train"
547,"train"
548,"train"
549,"train"
550,"train"
551,"train"
552,"train"
553,"test"
554,"train"
555,"train"
556,"train"
557,"test"
558,"train"
559,"train"
560,"train"
561,"train"
562,"train"
563,"train"
564,"test"
565,"train"
566,"test"
567,"train"
568,"train"
569,"train"
570,"train"
571,"test"
572,"train"
573,"train"
574,"train"
575,"test"
576,"train"
577,"train"
578,"train"
579,"train"
580,"train"
581,"train"
582,"test"
583,"train"
584,"test"
585,"test"
586,"train"
587,"train"
588,"train"
589,"train"
590,"train"
591,"train"
592,"test"
593,"test"
594,"train"
595,"train"
596,"test"
597,"train"
598,"train"
599,"train"
600,"train"
601,"train"
602,"train"
603,"test"
604,"train"
605,"test"
606,"test"
607,"train"
608,"train"
609,"test"
610,"test"
611,"train"
612,"train"
613,"train"
614,"train"
615,"train"
616,"train"
617,"train"
618,"train"
619,"train"
620,"train"
621,"test"
622,"train"
623,"test"
624,"train"
625,"train"
626,"train"
627,"train"
628,"train"
629,"train"
630,"train"
631,"train"
632,"train"
633,"test"
634,"train"
635,"train"
636,"train"
637,"train"
638,"train"
639,"train"
640,"train"
641,"train"
642,"train"
643,"train"
644,"test"
645,"train"
646,"train"
647,"test"
648,"train"
649,"train"
650,"train"
651,"train"
652,"test"
653,"train"
654,"train"
655,"train"
656,"train"
657,"test"
658,"train"
659,"train"
660,"train"
661,"train"
662,"train"
663,"train"
664,"test"
665,"train"
666,"train"
667,"train"
668,"train"
669,"train"
670,"train"
671,"train"
672,"test"
673,"train"
674,"test"
675,"train"
676,"test"
677,"train"
678,"train"
679,"train"
680,"train"
681,"train"
682,"test"
683,"train"
684,"train"
685,"test"
686,"train"
687,"test"
688,"train"
689,"train"
690,"train"
691,"train"
692,"train"
693,"train"
694,"train"
695,"train"
696,"train"
697,"train"
698,"train"
699,"train"
700,"train"
701,"train"
702,"train"
703,"train"
704,"train"
705,"train"
706,"train"
707,"test"
708,"test"
709,"test"
710,"train"
711,"train"
712,"train"
713,"test"
714,"train"
715,"test"
716,"train"
717,"test"
718,"train"
719,"train"
720,"train"
721,"test"
722,"train"
723,"test"
724,"test"
725,"train"
726,"train"
727,"test"
728,"test"
729,"train"
730,"train"
731,"train"
732,"test"
733,"train"
734,"test"
735,"train"
736,"train"
737,"train"
738,"train"
739,"train"
740,"train"
741,"train"
742,"train"
743,"train"
744,"train"
745,"train"
746,"train"
747,"test"
748,"train"
749,"test"
750,"train"
751,"train"
752,"train"
753,"train"
754,"train"
755,"train"
756,"test"
757,"train"
758,"train"
759,"train"
760,"train"
761,"train"
762,"train"
763,"train"
764,"train"
765,"train"
766,"test"
767,"train"
768,"train"
769,"train"
770,"train"
771,"train"
772,"train"
773,"test"
774,"train"
775,"test"
776,"train"
777,"train"
778,"train"
779,"train"
780,"train"
781,"test"
782,"train"
783,"train"
784,"train"
785,"test"
786,"test"
787,"train"
788,"train"
789,"train"
790,"train"
791,"train"
792,"test"
793,"test"
794,"test"
795,"train"
796,"train"
797,"train"
798,"train"
799,"train"
800,"train"
801,"train"
802,"test"
803,"train"
804,"test"
805,"train"
806,"train"
807,"test"
808,"test"
809,"train"
810,"train"
811,"train"
812,"train"
813,"train"
814,"train"
815,"train"
816,"train"
817,"train"
818,"train"
819,"train"
820,"train"
821,"train"
822,"train"
823,"train"
824,"train"
825,"train"
826,"test"
827,"test"
828,"train"
829,"train"
830,"train"
831,"train"
832,"train"
833,"train"
834,"train"
835,"train"
836,"train"
837,"train"
838,"test"
839,"test"
840,"train"
841,"train"
842,"train"
843,"train"
844,"test"
845,"test"
846,"train"
847,"train"
848,"train"
849,"train"
850,"test"
851,"train"
852,"train"
853,"train"
854,"train"
855,"train"
856,"train"
857,"train"
858,"train"
859,"train"
860,"train"
861,"train"
862,"train"
863,"train"
864,"test"
865,"train"
866,"test"
867,"train"
868,"test"
869,"train"
870,"test"
871,"train"
872,"train"
873,"test"
874,"train"
875,"train"
876,"train"
877,"test"
878,"train"
879,"train"
880,"train"
881,"test"
882,"train"
883,"train"
884,"train"
885,"train"
886,"train"
887,"train"
888,"test"
889,"train"
890,"test"
891,"train"
892,"train"
893,"train"
894,"train"
895,"train"
896,"train"
897,"test"
898,"test"
899,"train"
900,"train"
901,"train"
902,"train"
903,"train"
904,"train"
905,"train"
906,"train"
907,"train"
908,"train"
909,"train"
910,"train"
911,"test"
912,"train"
913,"train"
914,"train"
915,"train"
916,"train"
917,"train"
918,"train"
919,"test"
920,"test"
921,"train"
922,"train"
923,"train"
924,"train"
925,"train"
926,"train"
927,"train"
928,"train"
929,"train"
930,"test"
931,"train"
932,"train"
933,"train"
934,"train"
935,"train"
936,"train"
937,"train"
938,"train"
939,"train"
940,"train"
941,"train"
942,"train"
943,"train"
944,"train"
945,"train"
946,"train"
947,"train"
948,"train"
949,"train"
950,"train"
951,"train"
952,"train"
953,"train"
954,"train"
955,"train"
956,"test"
957,"test"
958,"test"
959,"train"
960,"train"
961,"test"
962,"test"
963,"train"
964,"train"
965,"train"
966,"train"
967,"test"
968,"train"
969,"train"
970,"train"
971,"train"
972,"train"
973,"train"
974,"train"
975,"train"
976,"test"
977,"train"
978,"train"
979,"train"
980,"train"
981,"train"
982,"train"
983,"train"
984,"train"
985,"train"
986,"test"
987,"train"
988,"train"
989,"train"
990,"train"
991,"train"
992,"train"
993,"train"
994,"test"
995,"train"
996,"train"
997,"train"
998,"train"
999,"train"
1000,"test"
1001,"train"
1002,"train"
1003,"train"
1004,"test"
1005,"train"
1006,"test"
1007,"train"
1008,"train"
1009,"test"
1010,"train"
1011,"train"
1012,"test"
1013,"test"
1014,"train"
1015,"train"
1016,"test"
1017,"train"
1018,"test"
1019,"train"
1020,"test"
1021,"train"
1022,"train"
1023,"train"
1024,"train"
1025,"train"
1026,"test"
1027,"train"
1028,"train"
1029,"train"
1030,"train"
1031,"train"
1032,"train"
1033,"train"
1034,"train"
1035,"test"
1036,"train"
1037,"train"
1038,"train"
1039,"train"
1040,"train"
1041,"test"
1042,"train"
1043,"train"
1044,"train"
1045,"test"
1046,"train"
1047,"train"
1048,"train"
1049,"train"
1050,"train"
1051,"train"
1052,"train"
1053,"train"
1054,"test"
1055,"train"
1056,"train"
1057,"train"
1058,"train"
1059,"train"
1060,"train"
1061,"test"
1062,"train"
1063,"train"
1064,"train"
1065,"train"
1066,"train"
1067,"test"
1068,"train"
1069,"train"
1070,"train"
1071,"train"
1072,"test"
1073,"train"
1074,"train"
1075,"test"
1076,"train"
1077,"train"
1078,"train"
1079,"train"
1080,"train"
1081,"train"
1082,"train"
1083,"train"
1084,"train"
1085,"train"
1086,"train"
1087,"train"
1088,"train"
1089,"train"
1090,"train"
1091,"test"
1092,"train"
1093,"train"
1094,"train"
1095,"test"
1096,"train"
1097,"test"
1098,"train"
1099,"train"
1100,"train"
1101,"test"
1102,"train"
1103,"train"
1104,"train"
1105,"train"
1106,"train"
1107,"train"
1108,"test"
1109,"train"
1110,"test"
1111,"train"
1112,"train"
1113,"test"
1114,"train"
1115,"train"
1116,"train"
1117,"test"
1118,"train"
1119,"train"
1120,"train"
1121,"train"
1122,"test"
1123,"train"
1124,"train"
1125,"test"
1126,"train"
1127,"test"
1128,"train"
1129,"train"
1130,"train"
1131,"train"
1132,"train"
1133,"train"
1134,"test"
1135,"train"
1136,"train"
1137,"train"
1138,"train"
1139,"train"
1140,"test"
1141,"test"
1142,"test"
1143,"train"
1144,"train"
1145,"train"
1146,"train"
1147,"test"
1148,"test"
1149,"train"
1150,"test"
1151,"train"
1152,"train"
1153,"test"
1154,"train"
1155,"train"
1156,"train"
1157,"train"
1158,"train"
1159,"train"
1160,"train"
1161,"train"
1162,"train"
1163,"train"
1164,"train"
1165,"test"
1166,"test"
1167,"test"
1168,"test"
1169,"train"
1170,"train"
1171,"test"
1172,"test"
1173,"train"
1174,"test"
1175,"train"
1176,"train"
1177,"train"
1178,"train"
1179,"train"
1180,"train"
1181,"train"
1182,"train"
1183,"train"
1184,"train"
1185,"train"
1186,"train"
1187,"test"
1188,"train"
1189,"train"
1190,"test"
1191,"train"
1192,"train"
1193,"train"
1194,"train"
1195,"train"
1196,"test"
1197,"train"
1198,"train"
1199,"train"
1200,"train"
1201,"train"
1202,"train"
1203,"train"
1204,"train"
1205,"train"
1206,"test"
1207,"train"
1208,"train"
1209,"train"
1210,"train"
1211,"test"
1212,"train"
1213,"train"
1214,"train"
1215,"train"
1216,"train"
1217,"train"
1218,"train"
1219,"test"
1220,"train"
1221,"train"
1222,"test"
1223,"train"
1224,"train"
1225,"train"
1226,"train"
1227,"train"
1228,"train"
1229,"train"
1230,"test"
1231,"test"
1232,"train"
1233,"train"
1234,"test"
1235,"train"
1236,"train"
1237,"train"
1238,"test"
1239,"test"
1240,"test"
1241,"train"
1242,"test"
1243,"train"
1244,"train"
1245,"train"
1246,"test"
1247,"train"
1248,"train"
1249,"train"
1250,"train"
1251,"train"
1252,"train"
1253,"train"
1254,"train"
1255,"train"
1256,"test"
1257,"train"
1258,"train"
1259,"train"
1260,"train"
1261,"train"
1262,"test"
1263,"train"
1264,"train"
1265,"train"
1266,"train"
1267,"train"
1268,"test"
1269,"train"
1270,"train"
1271,"train"
1272,"train"
1273,"test"
1274,"train"
1275,"test"
1276,"train"
1277,"train"
1278,"train"
1279,"train"
1280,"train"
1281,"train"
1282,"train"
1283,"test"
1284,"train"
1285,"test"
1286,"train"
1287,"train"
1288,"train"
1289,"train"
1290,"train"
1291,"train"
1292,"train"
1293,"train"
1294,"train"
1295,"test"
1296,"train"
1297,"train"
1298,"test"
1299,"train"
1300,"test"
1301,"train"
1302,"train"
1303,"train"
1304,"train"
1305,"test"
1306,"train"
1307,"train"
1308,"train"
1309,"train"
1310,"test"
1311,"train"
1312,"test"
1313,"train"
1314,"train"
1315,"train"
1316,"train"
1317,"train"
1318,"train"
1319,"train"
1320,"train"
1321,"train"
1322,"train"
1323,"test"
1324,"train"
1325,"train"
1326,"train"
1327,"train"
1328,"train"
1329,"train"
1330,"train"
1331,"train"
1332,"train"
1333,"train"
1334,"train"
1335,"train"
1336,"train"
1337,"train"
1338,"test"
1339,"train"
1340,"train"
1341,"test"
1342,"train"
1343,"test"
1344,"test"
1345,"train"
1346,"train"
1347,"train"
1348,"test"
1349,"test"
1350,"train"
1351,"train"
1352,"train"
1353,"test"
1354,"train"
1355,"train"
1356,"test"
1357,"train"
1358,"train"
1359,"train"
1360,"train"
1361,"train"
1362,"train"
1363,"train"
1364,"train"
1365,"train"
1366,"train"
1367,"train"
1368,"test"
1369,"train"
1370,"test"
1371,"train"
1372,"test"
1373,"train"
1374,"train"
1375,"train"
1376,"train"
1377,"train"
1378,"train"
1379,"train"
1380,"test"
1381,"train"
1382,"train"
1383,"train"
1384,"train"
1385,"train"
1386,"train"
1387,"train"
1388,"train"
1389,"train"
1390,"train"
1391,"train"
1392,"train"
1393,"train"
1394,"train"
1395,"train"
1396,"train"
1397,"train"
1398,"test"
1399,"test"
1400,"test"
1401,"train"
1402,"test"
1403,"train"
1404,"train"
1405,"train"
1406,"train"
1407,"test"
1408,"train"
1409,"train"
1410,"test"
1411,"train"
1412,"train"
1413,"train"
1414,"test"
1415,"train"
1416,"train"
1417,"train"
1418,"test"
1419,"train"
1420,"train"
1421,"train"
1422,"test"
1423,"train"
1424,"test"
1425,"train"
1426,"test"
1427,"test"
1428,"test"
1429,"train"
1430,"train"
1431,"test"
1432,"test"
1433,"train"
1434,"test"
1435,"test"
1436,"train"
1437,"train"
1438,"test"
1439,"train"
1440,"train"
1441,"train"
1442,"train"
1443,"train"
1444,"test"
1445,"test"
1446,"train"
1447,"train"
1448,"train"
1449,"train"
1450,"train"
1451,"test"
1452,"train"
1453,"train"
1454,"train"
1455,"train"
1456,"train"
1457,"train"
1458,"train"
1459,"train"
1460,"train"
